Locus Tag	Product	Pathway Name	Pathway Xref	Pathway Database	Pathway Version	ECO code	ECO term	PMID
PALES_30721	putative phosphomannose isomerase/GDP-mannose pyrophosphorylase	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37111	putative phosphohistidine phosphatase SixA	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_38091	bifunctional isocitrate dehydrogenase kinase/phosphatase protein	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_38101	erythronate-4-phosphate dehydrogenase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39561	chemotaxis protein CheZ	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_47911	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_51171	glucose-6-phosphate isomerase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_51331	triosephosphate isomerase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_51331	triosephosphate isomerase	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54471	poly(3-hydroxyalkanoic acid) depolymerase	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54671	glucosyltransferase MdoH	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55001	fructose-1,6-bisphosphatase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_55001	fructose-1,6-bisphosphatase	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57171	phosphomannomutase AlgC	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_58471	phosphomannose isomerase/GDP-mannose WbpW	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03651	putative hydrolase	Furfural degradation	00365	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14061	alcohol dehydrogenase class III	Furfural degradation	00365	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54471	poly(3-hydroxyalkanoic acid) depolymerase	Furfural degradation	00365	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_12191	N-Acetyl-D-Glucosamine phosphotransferase system transporter	Galactose metabolism	00052	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_12221	putative N-acetylglucosamine-6-phosphate deacetylase	Galactose metabolism	00052	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14721	1-phosphofructokinase	Galactose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_14731	phosphotransferase system transporter fructose-specific IIBC component, FruA	Galactose metabolism	00052	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18751	glucokinase	Galactose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_18751	glucokinase	Galactose metabolism	00052	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_33001	UTP--glucose-1-phosphate uridylyltransferase	Galactose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_33001	UTP--glucose-1-phosphate uridylyltransferase	Galactose metabolism	00052	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_38101	erythronate-4-phosphate dehydrogenase	Galactose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_24221	putative dienelactone hydrolase	gamma-Hexachlorocyclohexane degradation;  1,4- Dichlorobenzene degradation	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_14821	phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase	GDP-alpha-D-mannose biosynthesis	UPA00126	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_30721	putative phosphomannose isomerase/GDP-mannose pyrophosphorylase	GDP-alpha-D-mannose biosynthesis	UPA00126	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_58471	phosphomannose isomerase/GDP-mannose WbpW	GDP-alpha-D-mannose biosynthesis	UPA00126	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03831	coproporphyrinogen III oxidase	Geraniol degradation	00281	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_08481	5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase	Geraniol degradation	00281	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14441	3-hydroxy-acyl-CoA dehydrogenase	Geraniol degradation	00281	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20481	multifunctional fatty acid oxidation complex subunit alpha	Geraniol degradation	00281	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20491	3-ketoacyl-CoA thiolase	Geraniol degradation	00281	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_22571	acyl-CoA dehydrogenase	Geraniol degradation	00281	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_33121	hydroxymethylglutaryl-CoA lyase	Geraniol degradation	00281	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35921	putative 3-hydroxyacyl-CoA dehydrogenase	Geraniol degradation	00281	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55821	putative 3-hydroxyacyl-CoA dehydrogenase	Geraniol degradation	00281	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57821	3-hydroxybutyryl-CoA dehydrogenase	Geraniol degradation	00281	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_58401	putative coenzyme A transferase	Geraniol degradation	00281	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_28511	L-serine dehydratase	gluconeogenesis	UPA00138	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35591	phosphoenolpyruvate synthase	gluconeogenesis	UPA00138	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51331	triosephosphate isomerase	gluconeogenesis	UPA00138	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55001	fructose-1,6-bisphosphatase	gluconeogenesis	UPA00138	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55861	phosphoenolpyruvate carboxykinase	gluconeogenesis	UPA00138	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57751	L-serine dehydratase	gluconeogenesis	UPA00138	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06341	putative ubiquinone biosynthesis protein	Glucosinolate biosynthesis	00966	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14061	alcohol dehydrogenase class III	Glucosinolate biosynthesis	00966	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54021	branched-chain amino acid aminotransferase	Glucosinolate biosynthesis	00966	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56151	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	Glucosinolate biosynthesis	00966	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56171	2-octaprenyl-6-methoxyphenyl hydroxylase	Glucosinolate biosynthesis	00966	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_02611	succinate-semialdehyde dehydrogenase I	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_02621	4-aminobutyrate aminotransferase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_04051	glutathione synthetase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_12051	GMP synthase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_18921	glutamate/sodium ion symporter, GltS	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_19251	glutamyl-tRNA synthetase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_19521	amidophosphoribosyltransferase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_35091	putative Orn/Arg/Lys decarboxylase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_35351	glutaminyl-tRNA synthetase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_44181	succinylglutamic semialdehyde dehydrogenase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_45611	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_49711	glutamate dehydrogenase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_51411	carbamoyl phosphate synthase large subunit	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_51431	carbamoyl phosphate synthase small subunit	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_52241	arginine decarboxylase (ADC)	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_53061	NAD synthetase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_53641	Arginine:Pyruvate Transaminas, AruH	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_54251	glutamate synthase subunit beta	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_54261	glutamate synthase subunit alpha	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_55091	glutamine synthetase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_55651	carbamate kinase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_55971	glutamate--cysteine ligase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_59451	glucosamine--fructose-6-phosphate aminotransferase	Glutamate metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_04051	glutathione synthetase	glutathione biosynthesis	UPA00142	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55971	glutamate--cysteine ligase	glutathione biosynthesis	UPA00142	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_00601	osmotically inducible protein OsmC	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_01401	alkyl hydroperoxide reductase subunit C	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_01651	putative gamma-glutamyltranspeptidase	Glutathione metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_01651	putative gamma-glutamyltranspeptidase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_02651	putative decarboxylase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03581	putative gamma-glutamyltranspeptidase precursor	Glutathione metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_03581	putative gamma-glutamyltranspeptidase precursor	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_04051	glutathione synthetase	Glutathione metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_04051	glutathione synthetase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_05621	hypothetical protein	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_11431	leucyl aminopeptidase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_15041	putative peroxidase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_16101	putative antioxidant protein	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18851	glucose-6-phosphate 1-dehydrogenase	Glutathione metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_18851	glucose-6-phosphate 1-dehydrogenase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_23111	putative peroxidase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_24811	isocitrate dehydrogenase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_24821	isocitrate dehydrogenase	Glutathione metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_24821	isocitrate dehydrogenase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_24951	putative glutathione S-transferase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_27621	thiol peroxidase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_29721	putative alkylhydroperoxidase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_36391	spermidine synthase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_38431	gamma-glutamyltranspeptidase precursor	Glutathione metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_38431	gamma-glutamyltranspeptidase precursor	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_41121	NAD-dependent deacetylase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_41651	ribonucleotide-diphosphate reductase subunit alpha	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_41661	ribonucleotide-diphosphate reductase subunit beta	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_41941	putative cobalamin biosynthetic protein	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43171	bacterioferritin comigratory protein	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43611	putative thioredoxin	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_44701	putative alkyl hydroperoxide reductase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_47851	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_48991	ornithine decarboxylase	Glutathione metabolism	00480	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
