"Locus Tag","Product","Pathway Name","Pathway Xref","Pathway Database","Version","ECO code","ECO term","PMID",""
"PA3713","spermidine dehydrogenase, SpdH","beta-Alanine metabolism","pae00410","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4435","probable acyl-CoA dehydrogenase","beta-Alanine metabolism","pae00410","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4730","pantoate--beta-alanine ligase","Beta-Alanine metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4730","pantoate--beta-alanine ligase","beta-Alanine metabolism","00410","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4730","pantoate--beta-alanine ligase","beta-Alanine metabolism","pae00410","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4731","aspartate 1-decarboxylase precursor","Beta-Alanine metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4731","aspartate 1-decarboxylase precursor","beta-Alanine metabolism","00410","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4731","aspartate 1-decarboxylase precursor","beta-Alanine metabolism","pae00410","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4774","hypothetical protein","beta-Alanine metabolism","00410","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4774","hypothetical protein","beta-Alanine metabolism","pae00410","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4899","probable aldehyde dehydrogenase","beta-Alanine metabolism","pae00410","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4994","probable acyl-CoA dehydrogenase","beta-Alanine metabolism","pae00410","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5188","probable 3-hydroxyacyl-CoA dehydrogenase","beta-Alanine metabolism","00410","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5313","Transaminase","beta-Alanine metabolism","pae00410","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5386","CdhA, Carnitine dehydrogenase","beta-Alanine metabolism","00410","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0153","protocatechuate 3,4-dioxygenase, beta subunit","beta-ketoadipate pathway","UPA00157","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0154","protocatechuate 3,4-dioxygenase, alpha subunit","beta-ketoadipate pathway","UPA00157","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0231","beta-ketoadipate enol-lactone hydrolase","beta-ketoadipate pathway","UPA00157","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0232","gamma-carboxymuconolactone decarboxylase","beta-ketoadipate pathway","UPA00157","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0480","probable hydrolase","beta-ketoadipate pathway","UPA00157","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2507","catechol 1,2-dioxygenase","beta-ketoadipate pathway","UPA00157","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2508","muconolactone delta-isomerase","beta-ketoadipate pathway","UPA00157","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0424","multidrug resistance operon repressor MexR","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0425","Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexA precursor","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0426","Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexB","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0427","Major intrinsic multiple antibiotic resistance efflux outer membrane protein OprM precursor","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0958","Basic amino acid, basic peptide and imipenem outer membrane porin OprD precursor","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1798","two-component sensor, ParS","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1799","two-component response regulator, ParR","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2018","Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexY","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2019","Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexX precursor","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2020","MexZ","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2272","penicillin-binding protein 3A","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3005","beta-N-acetyl-D-glucosaminidase","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3574","NalD","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3719","antirepressor for MexR, ArmR","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3721","NalC","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4003","penicillin-binding protein 2","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4109","transcriptional regulator AmpR","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4110","beta-lactamase precursor","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4144","probable outer membrane protein precursor","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4374","Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexV","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4375","Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexW","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4393","AmpG","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4418","penicillin-binding protein 3","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4974","probable outer membrane protein precursor","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5045","penicillin-binding protein 1A","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5471","ArmZ","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5514","probable beta-lactamase","beta-Lactam resistance","pae01501","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5372","choline dehydrogenase","betaine biosynthesis via choline pathway","UPA00529","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5373","betaine aldehyde dehydrogenase","betaine biosynthesis via choline pathway","UPA00529","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5374","transcriptional regulator BetI","betaine biosynthesis via choline pathway","UPA00529","UniPathway","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3242","temperature-regulated acyltransferase HtrB1","Betalain biosynthesis","00965","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3548","alginate o-acetyltransferase AlgI","Betalain biosynthesis","00965","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3646","UDP-3-O-[3-hydroxylauroyl] glucosamine N-acyltransferase","Betalain biosynthesis","00965","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3984","apolipoprotein N-acyltransferase","Betalain biosynthesis","00965","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5056","poly(3-hydroxyalkanoic acid) synthase 1","Betalain biosynthesis","00965","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5058","poly(3-hydroxyalkanoic acid) synthase 2","Betalain biosynthesis","00965","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5077","OpgH","Betalain biosynthesis","00965","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA0011","acyltransferase HtrB1","Betalain biosynthesis","00965","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3013","fatty-acid oxidation complex beta-subunit","Bile acid biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5427","alcohol dehydrogenase","Bile acid biosynthesis","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA0074","serine/threonine protein kinase PpkA","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0075","PppA","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0076","TagF1","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0077","IcmF1","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0079","TssK1","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0081","Fha1","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0082","TssA1","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0083","TssB1","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0084","TssC1","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0085","Hcp1","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0089","TssG1","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA0090","ClpV1","Biofilm formation - Pseudomonas aeruginosa","pae02025","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
